ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting
2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045,2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045
moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,high,high,high,high,high,high,high
CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV
189.8,244.7,174.1,121.6,41,438.8,44.6,311.6,401.7,361.6,223.1,75.3,761.6,77.4,481.9,621.2,442,308.7,104.1,1113.9,113.2,2377.3,3064.8,2759.1,1702.3,574.2,5810.4,590.6
198.3,255.7,183.7,162.6,43.3,462.1,47.1,325.6,419.7,381.5,298.4,79.4,802,81.7,503.5,649,466.3,412.8,109.9,1173,119.5,2483.8,3202.1,2911,2276.5,605.8,6119,623.1
229.3,295.7,219.2,208.8,51.7,548.3,56.2,376.5,485.3,455.4,383,94.8,951.5,97.5,582.2,750.5,556.6,530,131.1,1391.7,142.6,2872.2,3702.8,3474.3,2922.3,723.1,7259.7,743.7
309.2,398.6,297.4,245.9,70.1,742.4,76.2,507.6,654.4,617.7,451.1,128.6,1288.5,132.2,785,1012,755,624.1,177.9,1884.6,193.4,3872.7,4992.6,4712.9,3441.4,980.8,9830.6,1008.8
395.7,510.1,381.8,205.8,90,939.7,97.8,649.5,837.3,792.9,377.5,165,1630.8,169.7,1004.5,1294.9,969.2,522.3,228.3,2385.3,248.3,4955.6,6388.6,6049.9,2880.2,1259.1,12442.7,1295
467.6,602.9,411.5,124,97,1035.2,105.4,767.6,989.6,854.6,227.5,177.9,1796.6,182.9,1187.1,1530.3,1044.6,314.9,246.1,2627.8,267.6,5856.5,7550,6520.5,1736.1,1357,13707.4,1395.8
357.2,460.5,288.9,90.1,68.1,743.1,74,586.3,755.9,599.9,165.3,124.9,1289.7,128.4,906.8,1169,733.2,228.7,172.8,1886.4,187.8,4473.5,5767.2,4577.2,1261.3,952.6,9840.2,979.8
200.4,258.4,169.6,70.4,40,421.2,43.4,329,424.1,352.2,129.1,73.3,730.9,75.4,508.7,655.9,430.5,178.6,101.4,1069.1,110.3,2510,3235.8,2687.3,984.8,559.3,5576.8,575.2
153.5,197.9,130.9,48.8,30.8,324.3,33.5,252,324.9,271.9,89.5,56.6,562.8,58.2,389.7,502.5,332.3,123.8,78.3,823.2,85.1,1922.8,2478.9,2074.6,682.5,431.8,4294,444.1
117.5,151.5,95.9,34.3,22.6,238.5,24.6,192.9,248.6,199.2,62.9,41.5,413.9,42.6,298.3,384.5,243.5,87,57.4,605.5,62.4,1471.6,1897.1,1519.9,479.5,316.3,3158.3,325.3
76.4,98.5,63,19.2,14.8,154.6,16.1,125.4,161.7,130.8,35.1,27.2,268.3,28,194,250.1,159.8,48.6,37.7,392.4,40.9,957.1,1233.8,997.7,268.1,207.6,2047.1,213.6
50.8,65.5,41.3,11.6,9.7,102.7,10.6,83.4,107.6,85.8,21.3,17.8,178.2,18.4,129,166.3,104.8,29.5,24.7,260.7,26.8,636.5,820.6,654.2,162.4,136.2,1359.8,140
26,33.5,22.2,5.8,5.2,56.1,5.7,42.7,55,46.2,10.6,9.6,97.4,9.9,66,85.1,56.4,14.7,13.3,142.5,14.5,325.6,419.8,352.2,81.2,73.3,743.5,75.4
14.9,19.2,13,6.3,3.1,33.7,3.3,24.4,31.4,27.1,11.5,5.6,58.6,5.8,37.7,48.6,33.1,16,7.8,85.6,8.5,186.1,239.9,206.4,88,43,446.7,44.2
7.2,9.3,7.8,3.8,1.8,19,2,11.8,15.3,16.2,7,3.4,33,3.5,18.3,23.6,19.8,9.6,4.7,48.3,5.1,90.4,116.5,123.5,53.1,25.7,252.1,26.4
8,10.3,7.9,12.2,1.9,20.5,2,13.2,17,16.3,22.3,3.4,35.5,3.5,20.4,26.3,20,30.9,4.7,51.9,5.1,100.5,129.6,124.7,170.5,25.9,270.9,26.7
5.9,7.6,9.4,32,2.2,20.8,2.4,9.7,12.5,19.6,58.6,4.1,36.1,4.2,15,19.4,23.9,81.2,5.6,52.7,6.1,74.1,95.5,149.3,447.5,31.1,275.1,32
21.2,27.4,29.5,61.4,6.9,68.9,7.5,34.8,44.9,61.2,112.7,12.7,119.5,13.1,53.9,69.5,74.8,155.9,17.6,174.9,19.2,265.8,342.7,467,859.5,97.2,912.1,100
49,63.2,66.7,73.1,15.7,163.2,17.1,80.5,103.7,138.6,134.2,28.8,283.2,29.7,124.4,160.4,169.4,185.7,39.9,414.3,43.4,613.9,791.4,1057.5,1023.7,220.1,2161,226.4
96.5,124.4,104.9,70.5,24.7,272.2,26.9,158.4,204.2,217.8,129.4,45.3,472.4,46.6,245,315.8,266.2,179.1,62.7,691,68.2,1208.7,1558.2,1661.7,987.4,345.8,3604.6,355.7
112.6,145.1,112.5,76.7,26.5,290,28.8,184.8,238.2,233.7,140.8,48.6,503.3,50,285.8,368.4,285.6,194.8,67.3,736.2,73.2,1410,1817.7,1783,1074,371.1,3840.3,381.7
116.7,150.4,110.3,91.7,26,282.5,28.3,191.6,247,229.1,168.2,47.7,490.3,49,296.2,381.9,280.1,232.7,66,717.2,71.7,1461.5,1884.2,1748.3,1283.3,363.8,3741.1,374.2
130.9,168.8,128.7,107.8,30.3,324.9,33,214.9,277,267.4,197.8,55.6,563.9,57.2,332.3,428.4,326.8,273.8,77,824.8,83.7,1639.6,2113.7,2039.8,1509.5,424.5,4302.3,436.6
168.4,217.1,154.5,111.1,36.4,393.1,39.6,276.4,356.4,320.8,203.8,66.8,682.2,68.7,427.5,551.1,392.1,282,92.4,997.8,100.4,2109.1,2719.1,2447.5,1554.8,509.4,5204.8,523.9
193.1,248.9,172.4,123.5,40.6,442,44.2,316.9,408.6,358.1,226.6,74.5,767.1,76.6,490.1,631.8,437.6,313.6,103.1,1122,112.1,2418,3117.2,2731.9,1729.2,568.6,5852.9,584.8
200.9,258.9,181.7,165.2,42.8,463.2,46.5,329.7,425,377.3,303,78.5,803.8,80.8,509.9,657.3,461.2,419.3,108.7,1175.7,118.1,2515.4,3242.8,2878.7,2311.9,599.1,6132.8,616.2
231.3,298.2,216.6,212.5,51,547.7,55.5,379.7,489.5,449.8,389.8,93.6,950.5,96.3,587.1,756.9,549.8,539.4,129.5,1390.3,140.8,2896.8,3734.4,3431.8,2974,714.2,7252.2,734.6
312,402.2,292.3,251.1,68.9,741.7,74.9,512.1,660.2,607.1,460.7,126.3,1287.2,129.9,791.9,1020.9,742,637.4,174.8,1882.8,190.1,3907,5036.8,4631.6,3514.6,963.9,9821.1,991.4
401.2,517.2,373.6,211,88,949,95.7,658.5,848.9,776,387.2,161.5,1647,166.1,1018.4,1312.8,948.5,535.7,223.5,2408.9,243,5024.2,6477.1,5920.8,2953.9,1232.2,12565.7,1267.4
472.2,608.8,404.3,127,95.3,1055.1,103.6,775.1,999.3,839.7,233.1,174.8,1831.2,179.8,1198.7,1545.3,1026.3,322.5,241.8,2678.3,262.9,5913.8,7623.9,6406.9,1778.2,1333.4,13971,1371.4
356.4,459.4,284.9,92.4,67.1,756.2,73,585,754.1,591.7,169.6,123.1,1312.4,126.7,904.7,1166.3,723.2,234.6,170.4,1919.6,185.3,4463.2,5753.8,4514.4,1293.7,939.5,10013.1,966.3
200.4,258.3,168.1,72.5,39.6,431.2,43.1,328.9,424,349.1,133.1,72.6,748.3,74.7,508.6,655.7,426.6,184.1,100.5,1094.5,109.3,2509.2,3234.8,2663.2,1015.4,554.3,5709.2,570.1
153.4,197.8,130.4,50.4,30.7,332.7,33.4,251.8,324.6,270.8,92.5,56.3,577.4,58,389.4,502,330.9,127.9,78,844.6,84.8,1921.3,2476.9,2065.7,705.5,429.9,4405.7,442.2
117.2,151.1,95.6,35.4,22.5,246.1,24.5,192.3,248,198.6,65,41.3,427.1,42.5,297.4,383.5,242.8,89.9,57.2,624.7,62.2,1467.5,1891.8,1515.5,495.8,315.4,3258.9,324.4
76.1,98.1,64.3,20.2,15.1,160.7,16.5,125,161.1,133.5,37,27.8,278.9,28.6,193.2,249.1,163.1,51.3,38.4,408,41.8,953.4,1229.1,1018.4,282.6,212,2128.1,218
51.6,66.5,42.1,12.2,9.9,105.8,10.8,84.6,109.1,87.4,22.3,18.2,183.5,18.7,130.9,168.8,106.8,30.9,25.2,268.5,27.4,645.8,832.6,667,170.4,138.8,1400.4,142.8
25.9,33.4,22.6,6,5.3,56.4,5.8,42.6,54.9,47,11.1,9.8,97.9,10.1,65.8,84.9,57.4,15.3,13.5,143.2,14.7,324.9,418.8,358.2,84.6,74.6,747.2,76.7
14.9,19.2,13.3,6.5,3.1,33.8,3.4,24.4,31.5,27.6,11.9,5.7,58.7,5.9,37.8,48.7,33.7,16.5,7.9,85.9,8.6,186.3,240.2,210.2,90.8,43.8,447.8,45
7.3,9.4,7.9,3.9,1.9,19.1,2,12,15.4,16.5,7.2,3.4,33.1,3.5,18.5,23.8,20.2,10,4.8,48.4,5.2,91.2,117.6,126,54.9,26.2,252.4,27
8.1,10.4,8,12.5,1.9,20.4,2.1,13.3,17.1,16.7,22.9,3.5,35.4,3.6,20.5,26.4,20.4,31.7,4.8,51.8,5.2,101.2,130.5,127.2,174.8,26.5,270.2,27.2
5.9,7.6,9.6,32.9,2.3,20.7,2.5,9.7,12.5,20,60.3,4.2,35.9,4.3,15,19.4,24.4,83.4,5.7,52.5,6.2,74.2,95.7,152.3,460,31.7,273.9,32.6
21.2,27.4,30.2,62.1,7.1,68.5,7.7,34.8,44.9,62.7,113.9,13.1,118.8,13.4,53.9,69.5,76.7,157.5,18.1,173.8,19.6,265.8,342.7,478.7,868.7,99.6,906.7,102.5
49.6,63.9,68.2,73.4,16.1,162.4,17.5,81.4,104.9,141.6,134.7,29.5,281.8,30.3,125.9,162.3,173.1,186.4,40.8,412.2,44.3,621.1,800.7,1080.5,1027.7,224.9,2150.3,231.3
97.3,125.4,106.1,70.6,25,269.1,27.2,159.7,205.9,220.4,129.6,45.9,467.1,47.2,247,318.4,269.4,179.3,63.5,683.2,69,1218.7,1571.1,1681.7,988.7,350,3563.8,360
112.4,144.9,112.1,77,26.4,286.4,28.7,184.5,237.9,232.7,141.3,48.4,497.1,49.8,285.4,367.9,284.5,195.5,67,727.1,72.9,1408,1815.1,1775.8,1077.8,369.6,3792.8,380.1
116.3,149.9,110.2,91.2,26,278.9,28.2,190.9,246.1,228.8,167.4,47.6,484.1,49,295.2,380.5,279.6,231.6,65.9,708.1,71.6,1456.2,1877.3,1745.5,1276.8,363.3,3693.6,373.6
130.8,168.7,128.2,106.7,30.2,320.5,32.8,214.8,276.9,266.3,195.8,55.4,556.2,57,332.1,428.2,325.4,270.9,76.7,813.6,83.4,1638.6,2112.5,2031.6,1493.9,422.8,4243.8,434.9
168.4,217.1,152.7,109.6,36,389.1,39.1,276.5,356.4,317.2,201,66,675.3,67.9,427.6,551.2,387.7,278.2,91.4,987.7,99.3,2109.4,2719.4,2420.4,1533.8,503.7,5152,518.1
192.3,247.9,170,121.1,40.1,438.2,43.5,315.6,406.9,353.1,222.2,73.5,760.6,75.6,488.1,629.3,431.5,307.5,101.7,1112.5,110.5,2408.1,3104.5,2693.9,1695.5,560.6,5803,576.6
200,257.8,178.7,159,42.1,460.5,45.8,328.2,423.2,371.2,291.6,77.3,799.1,79.5,507.6,654.4,453.7,403.5,106.9,1168.8,116.2,2504.4,3228.6,2832.1,2225.2,589.4,6097,606.2
230.6,297.3,213,202.4,50.2,543.7,54.6,378.5,488,442.4,371.3,92.1,943.6,94.7,585.4,754.6,540.7,513.8,127.4,1380.2,138.5,2887.9,3723,3375.3,2832.8,702.5,7199.4,722.5
310.1,399.7,287.3,239.8,67.7,737.2,73.6,509,656.1,596.6,439.9,124.2,1279.5,127.7,787.1,1014.7,729.2,608.6,171.8,1871.4,186.8,3883.2,5006.2,4552.2,3355.9,947.4,9762,974.4
396.7,511.4,367.1,198.6,86.5,940.2,94,651.2,839.5,762.4,364.4,158.7,1631.8,163.2,1007,1298.3,931.8,504.1,219.5,2386.7,238.7,4968.4,6405.1,5816.7,2779.9,1210.6,12450,1245.1
464,598.2,392.9,118.6,92.6,1034.3,100.6,761.7,981.9,816,217.6,169.8,1795,174.7,1177.9,1518.5,997.4,301.1,235,2625.5,255.5,5811.3,7491.8,6225.9,1660.2,1295.7,13695.5,1332.7
351.6,453.3,276.3,86.5,65.1,740.2,70.8,577.2,744.1,573.9,158.6,119.4,1284.6,122.8,892.6,1150.7,701.4,219.5,165.3,1878.9,179.7,4403.6,5677,4378.6,1210.2,911.3,9800.9,937.3
196,252.7,163,67.7,38.4,419.7,41.7,321.7,414.8,338.4,124.1,70.4,728.3,72.4,497.5,641.4,413.7,171.7,97.5,1065.3,106,2454.6,3164.4,2582.2,947,537.4,5557,552.7
150.2,193.6,126.8,46.9,29.9,325.5,32.5,246.5,317.8,263.4,86,54.8,564.9,56.4,381.2,491.4,322,119,75.9,826.2,82.5,1880.7,2424.6,2009.9,656.2,418.3,4309.9,430.2
115.2,148.5,94.2,32.9,22.2,243.5,24.1,189.1,243.7,195.5,60.4,40.7,422.6,41.9,292.4,376.9,239,83.6,56.3,618.1,61.2,1442.4,1859.5,1491.9,460.8,310.5,3224.2,319.4
75.3,97,64.1,37.9,15.1,161.3,16.4,123.6,159.3,133.1,69.5,27.7,280,28.5,191.1,246.3,162.6,96.2,38.3,409.5,41.7,942.7,1215.4,1015.3,530.6,211.3,2136,217.3
54.3,70,51.4,18.8,12.1,126.9,13.2,89.1,114.9,106.8,34.4,22.2,220.3,22.9,137.8,177.7,130.5,47.6,30.7,322.2,33.4,680,876.6,814.6,262.5,169.5,1680.6,174.4
55.3,71.3,47.8,13.3,11.3,128,12.2,90.8,117.1,99.3,24.4,20.7,222.1,21.3,140.5,181.1,121.4,33.8,28.6,324.8,31.1,693,893.4,757.7,186.3,157.7,1694.5,162.2
21.6,27.9,21.6,9.6,5.1,56.5,5.5,35.5,45.8,44.9,17.7,9.3,98,9.6,54.9,70.8,54.8,24.5,12.9,143.3,14,270.9,349.3,342.3,135,71.2,747.7,73.3
16.5,21.3,16.9,2.7,4,45.6,4.3,27.1,35,35.1,5,7.3,79.2,7.5,42,54.1,42.9,6.9,10.1,115.8,11,207.1,266.9,268,38.1,55.8,604.3,57.4
10.5,13.5,9.9,4.8,2.3,28.4,2.5,17.2,22.1,20.6,8.8,4.3,49.2,4.4,26.6,34.2,25.2,12.2,5.9,72,6.5,131,168.9,157.2,67.4,32.7,375.5,33.7
2.6,3.4,4,10.1,0.9,9.7,1,4.3,5.5,8.4,18.5,1.7,16.9,1.8,6.6,8.5,10.2,25.6,2.4,24.7,2.6,32.7,42.2,63.8,141,13.3,129.1,13.6
7.2,9.3,9.9,17.1,2.3,25.4,2.5,11.9,15.3,20.5,31.4,4.3,44.2,4.4,18.4,23.7,25,43.4,5.9,64.6,6.4,90.7,117,156.3,239.2,32.5,336.9,33.5
13.8,17.8,19.8,31.4,4.7,51.1,5.1,22.6,29.2,41.2,57.6,8.6,88.7,8.8,35,45.1,50.4,79.7,11.9,129.8,12.9,172.7,222.7,314.5,439.3,65.4,677.1,67.3
27.2,35,36.5,55.8,8.6,94,9.4,44.6,57.5,75.9,102.3,15.8,163.2,16.2,68.9,88.9,92.7,141.6,21.9,238.7,23.8,340,438.4,579,780.9,120.5,1245,123.9
52.3,67.4,65.9,78.6,15.5,171.7,16.9,85.8,110.6,136.8,144.2,28.5,298,29.3,132.6,171,167.3,199.5,39.4,435.8,42.8,654.4,843.7,1044.1,1100,217.3,2273.5,223.5
94.6,122,102.6,100.8,24.2,278.4,26.3,155.3,200.2,213.1,185,44.3,483.2,45.6,240.2,309.6,260.5,255.9,61.4,706.7,66.7,1184.9,1527.5,1625.8,1411.2,338.4,3686.5,348
127.6,164.5,140,129.6,33,378.1,35.9,209.4,269.9,290.8,237.8,60.5,656.2,62.3,323.8,417.5,355.5,329,83.8,959.8,91.1,1597.6,2059.5,2219,1814.2,461.8,5006.7,475
179.7,231.6,179.2,135.8,42.2,489,45.9,294.9,380.2,372.1,249.1,77.4,848.6,79.7,456,587.9,454.8,344.7,107.2,1241.3,116.5,2249.9,2900.6,2839.1,1900.5,590.9,6474.9,607.7
226,291.3,211.1,141.9,49.7,583.1,54.1,370.9,478.2,438.5,260.4,91.3,1012,93.9,573.6,739.5,535.9,360.3,126.3,1480.3,137.3,2830.1,3648.5,3345.3,1986.5,696.2,7721.5,716.1
237.1,305.7,219.1,148.5,51.6,600.1,56.1,389.2,501.8,455.1,272.4,94.7,1041.5,97.4,601.9,775.9,556.2,376.9,131,1523.3,142.5,2969.5,3828.2,3472.1,2078.2,722.6,7946.1,743.2
254.9,328.6,229.8,161,54.1,628.3,58.9,418.4,539.4,477.2,295.4,99.3,1090.4,102.2,647.1,834.2,583.3,408.8,137.4,1594.9,149.4,3192.3,4115.5,3641.1,2254.1,757.8,8319.5,779.4
271.9,350.5,247.3,147,58.3,672.4,63.3,446.2,575.3,513.5,269.7,106.9,1167,109.9,690.1,889.7,627.6,373.1,147.9,1706.9,160.8,3404.7,4389.2,3918,2057.5,815.4,8903.7,838.7
294.5,379.7,260.4,176.1,61.3,701.8,66.7,483.4,623.2,540.8,323.1,112.5,1218,115.8,747.6,963.8,660.9,447.1,155.7,1781.6,169.3,3688.3,4754.9,4125.8,2465.2,858.6,9293.2,883.1
281.3,362.6,265.9,180.8,62.6,700.6,68.1,461.7,595.3,552.2,331.8,114.9,1216,118.2,714.1,920.6,674.9,459,159,1778.5,172.9,3522.9,4541.6,4212.8,2531.1,876.8,9277.3,901.8
344.8,444.6,298.1,157.2,70.2,802.9,76.4,566,729.7,619,288.4,128.8,1393.4,132.5,875.4,1128.5,756.6,399,178.3,2038.1,193.8,4318.7,5567.6,4723.1,2200.3,983,10631.4,1011
327.6,422.4,278.3,134.9,65.6,748.4,71.3,537.8,693.3,578.1,247.5,120.3,1298.9,123.7,831.7,1072.2,706.5,342.5,166.5,1899.8,181,4103.1,5289.6,4410.5,1888.7,917.9,9910.1,944.1
277.2,357.4,237.2,109.8,55.9,628.7,60.8,455,586.6,492.6,201.4,102.5,1091.1,105.4,703.7,907.1,602,278.6,141.8,1596,154.2,3471.6,4475.5,3758.1,1536.4,782.1,8325,804.5
231,297.8,197.5,77.8,46.5,521.6,50.6,379.2,488.8,410.3,142.7,85.4,905.2,87.8,586.4,756,501.4,197.5,118.1,1324,128.5,2893.1,3729.7,3130.3,1089,651.5,6906.3,670.1
173.6,223.8,151.7,42.8,35.7,395.2,38.9,285,367.4,315,78.6,65.6,685.8,67.4,440.8,568.2,385,108.7,90.7,1003.1,98.6,2174.5,2803.4,2403.5,599.4,500.2,5232.7,514.5
110.6,142.6,96.2,18.4,22.7,246.3,24.7,181.6,234.1,199.9,33.7,41.6,427.4,42.8,280.8,362,244.3,46.6,57.6,625.1,62.6,1385.5,1786.1,1525.1,257,317.4,3261,326.4
50.1,64.6,46.2,13,10.9,118.9,11.8,82.3,106.1,96,23.9,20,206.4,20.6,127.3,164.1,117.4,33.1,27.7,301.8,30.1,627.9,809.4,732.7,182.4,152.5,1574.5,156.8
19.4,25,20.9,9.5,4.9,52.4,5.3,31.8,41.1,43.4,17.4,9,91,9.3,49.3,63.5,53,24.1,12.5,133,13.6,243,313.3,330.9,132.9,68.9,694,70.8
14.9,19.2,16.4,2.7,3.9,42.3,4.2,24.4,31.5,34.1,4.9,7.1,73.4,7.3,37.7,48.7,41.7,6.8,9.8,107.4,10.7,186.2,240.1,260.2,37.2,54.1,560.2,55.7
9.5,12.2,9.6,4.7,2.3,26.2,2.5,15.5,20,20,8.7,4.2,45.5,4.3,24,30.9,24.4,12,5.8,66.5,6.3,118.4,152.6,152.5,66,31.7,346.8,32.6
2.4,3.1,3.9,10,0.9,9,1,3.9,5,8.1,18.3,1.7,15.6,1.7,6,7.8,9.9,25.4,2.3,22.8,2.5,29.7,38.2,62,139.8,12.9,119,13.3
6.6,8.5,9.6,16.8,2.3,23.4,2.5,10.9,14,19.9,30.9,4.2,40.6,4.3,16.8,21.7,24.4,42.7,5.7,59.4,6.2,83.1,107.1,152.2,235.7,31.7,309.9,32.6
12.5,16.1,19.4,30.8,4.6,46.6,5,20.5,26.4,40.2,56.6,8.4,80.9,8.6,31.7,40.9,49.1,78.3,11.6,118.3,12.6,156.4,201.6,306.7,431.8,63.8,617.2,65.7
25,32.2,35.6,55,8.4,85.5,9.1,41,52.8,73.9,100.8,15.4,148.4,15.8,63.4,81.7,90.3,139.5,21.3,217,23.1,312.7,403.1,563.8,769.3,117.3,1132.1,120.7
48.4,62.4,64,77.6,15.1,156.1,16.4,79.5,102.5,132.8,142.4,27.6,270.9,28.4,122.9,158.4,162.4,197,38.3,396.2,41.6,606.4,781.7,1013.5,1086.5,210.9,2066.5,216.9
87.4,112.7,99.9,100.7,23.5,253.5,25.6,143.5,185,207.4,184.7,43.2,440,44.4,222,286.2,253.5,255.5,59.7,643.5,64.9,1095.1,1411.8,1582.5,1408.9,329.4,3356.7,338.8
118.1,152.3,136.7,130.3,32.2,347,35,193.9,250,283.9,239,59.1,602.2,60.8,299.9,386.6,347,330.7,81.8,880.8,88.9,1479.7,1907.6,2166.1,1823.3,450.8,4594.8,463.7
168.2,216.9,176.4,137.9,41.6,450,45.2,276.2,356,366.4,253,76.2,781,78.4,427.1,550.6,447.8,350.1,105.5,1142.3,114.7,2107,2716.3,2795.3,1930.5,581.7,5958.7,598.3
212.7,274.2,208.2,145.3,49.1,541.9,53.3,349.1,450.1,432.5,266.6,90,940.5,92.6,539.9,696.1,528.6,368.9,124.5,1375.6,135.4,2663.8,3434.1,3299.6,2034.4,686.7,7175.6,706.3
223.7,288.4,215.6,153,50.8,558.2,55.2,367.3,473.5,447.8,280.6,93.2,968.8,95.8,568,732.2,547.3,388.3,128.9,1417,140.2,2802.1,3612.5,3416.2,2141.3,711,7391.7,731.3
240.7,310.3,226.9,165.9,53.5,584.2,58.1,395.1,509.4,471.3,304.3,98.1,1013.9,100.9,611,787.7,576,421.1,135.7,1483,147.6,3014.5,3886.3,3595.7,2321.8,748.3,7735.8,769.7
257.1,331.5,244.1,152,57.5,624.8,62.5,422,544.1,507.1,278.8,105.5,1084.3,108.5,652.7,841.4,619.8,385.8,146,1585.9,158.8,3220,4151.1,3868.7,2127.4,805.2,8272.7,828.1
280.6,361.7,259.8,182.1,61.2,654.3,66.6,460.6,593.8,539.7,334,112.3,1135.6,115.5,712.3,918.3,659.6,462.1,155.4,1661,169,3514.1,4530.3,4117.5,2548.2,856.9,8664.5,881.4
274.5,353.9,266.2,187.7,62.7,656.1,68.2,450.7,581,552.8,344.4,115,1138.6,118.3,696.9,898.5,675.6,476.5,159.2,1665.4,173.1,3438.4,4432.7,4217.6,2627.3,877.8,8687.1,902.8
343.8,443.3,301.3,162.5,71,754.2,77.2,564.4,727.6,625.8,298.1,130.2,1309,133.9,872.8,1125.2,764.8,412.5,180.2,1914.6,195.9,4306.1,5551.3,4774.3,2274.5,993.6,9987.2,1022
331,426.7,281.6,138.8,66.4,706.2,72.1,543.4,700.5,584.9,254.7,121.7,1225.5,125.2,840.3,1083.3,714.9,352.4,168.4,1792.5,183.1,4145.6,5344.4,4462.7,1943.4,928.8,9350.5,955.3
279.3,360,238.4,111.2,56.2,590.4,61.1,458.4,591,495.1,204.1,103,1024.7,106,708.9,913.9,605.1,282.3,142.6,1498.8,155,3497.6,4509,3777.3,1556.8,786.1,7818,808.6
231.6,298.5,195.9,77.9,46.2,479.5,50.2,380.1,490,406.8,143,84.7,832.2,87.1,587.8,757.8,497.2,197.8,117.2,1217.2,127.4,2900.1,3738.8,3103.9,1090.7,646,6349.3,664.4
170.6,219.9,147.8,23.8,34.8,355.5,37.9,280,361,306.9,43.6,63.9,616.9,65.7,433,558.3,375.1,60.4,88.4,902.3,96.1,2136.4,2754.2,2341.7,332.8,487.3,4706.9,501.3
102.4,132.1,83.6,10.7,19.7,206.3,21.4,168.2,216.8,173.7,19.6,36.2,358.1,37.2,260.1,335.3,212.3,27.2,50,523.8,54.4,1283,1654.1,1325.4,149.8,275.8,2732.4,283.7
22.8,29.4,21.4,5.4,5,49.5,5.5,37.4,48.2,44.4,9.9,9.2,85.9,9.5,57.8,74.6,54.3,13.6,12.8,125.6,13.9,285.3,367.8,339,75.3,70.5,655.1,72.6
13.2,17,12.6,5.8,3,29.8,3.2,21.6,27.9,26.2,10.6,5.5,51.8,5.6,33.5,43.2,32,14.6,7.5,75.7,8.2,165.2,212.9,199.9,80.6,41.6,395,42.8
6.4,8.2,7.6,3.5,1.8,17,1.9,10.4,13.5,15.7,6.4,3.3,29.5,3.4,16.2,20.8,19.2,8.8,4.5,43.2,4.9,79.7,102.7,119.9,48.7,25,225.1,25.7
7.1,9.2,7.7,11.2,1.8,18.3,2,11.7,15.1,15.9,20.5,3.3,31.8,3.4,18.1,23.3,19.5,28.4,4.6,46.5,5,89.3,115.2,121.5,156.6,25.3,242.4,26
5.3,6.8,9.2,29,2.2,18.7,2.4,8.7,11.2,19.1,53.2,4,32.4,4.1,13.4,17.3,23.4,73.6,5.5,47.4,6,66.3,85.5,146.1,405.8,30.4,247.2,31.3
19.4,25,28.8,54.6,6.8,61.8,7.4,31.9,41.1,59.8,100.2,12.4,107.3,12.8,49.3,63.6,73.1,138.6,17.2,156.9,18.7,243.2,313.5,456,764.5,94.9,818.5,97.6
44.4,57.3,65.1,64.7,15.3,147.5,16.7,72.9,94,135.3,118.8,28.2,255.9,29,112.8,145.4,165.3,164.4,39,374.4,42.4,556.5,717.4,1032.2,906.3,214.8,1952.8,220.9
88.8,114.4,100.2,63.1,23.6,245.5,25.7,145.7,187.8,208.2,115.7,43.3,426,44.6,225.3,290.4,254.4,160.1,59.9,623.1,65.2,1111.5,1432.9,1588.2,882.6,330.5,3250.5,340
104.5,134.7,105.9,69.6,25,261.9,27.1,171.5,221.2,220,127.6,45.8,454.6,47.1,265.3,342,268.9,176.6,63.4,664.9,68.9,1308.8,1687.3,1678.5,973.5,349.3,3468.6,359.3
108,139.2,104.1,83.7,24.5,253.1,26.7,177.2,228.5,216.3,153.6,45,439.3,46.3,274.1,353.4,264.3,212.6,62.3,642.5,67.7,1352.3,1743.3,1650,1172.1,343.4,3351.6,353.2
120.8,155.7,121.5,98.3,28.6,291.6,31.1,198.3,255.6,252.4,180.3,52.5,506.1,54,306.7,395.3,308.5,249.4,72.7,740.3,79,1513,1950.5,1925.8,1375.3,400.8,3861.7,412.2
157.1,202.5,146.1,101.2,34.4,352.5,37.4,257.8,332.4,303.5,185.7,63.2,611.9,65,398.7,514,370.9,257,87.4,894.9,95,1967,2535.9,2315.4,1417.1,481.9,4668.3,495.6
181.3,233.7,162.2,113.5,38.2,393.8,41.5,297.5,383.6,336.9,208.2,70.1,683.5,72.1,460.1,593.2,411.7,288,97,999.7,105.5,2270.1,2926.5,2570.2,1588.1,534.9,5214.9,550.2
